GCA_000008005,Bacillus cereus ATCC 10987,,
GCA_000008025,Wolbachia endosymbiont of Drosophila melanogaster,,
GCA_000008045,Rickettsia typhi str. Wilmington,,
GCA_000008065,Lactobacillus johnsonii NCC 533,,
GCA_000008105,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,,
GCA_000008125,Thermus thermophilus HB27,,
GCA_000008145,Brucella abortus bv. 1 str. 9-941,,
GCA_000008165,Bacillus anthracis str. Sterne,,
GCA_000008185,Treponema denticola ATCC 35405,,
GCA_000008205,Mycoplasma hyopneumoniae J,,
GCA_000008225,Mycoplasma hyopneumoniae 7448,,
GCA_000008245,Mycoplasma synoviae 53,,
GCA_000008285,Listeria monocytogenes serotype 4b str. F2365,,
GCA_000008305,Mesoplasma florum L1,,
GCA_000008325,Methylococcus capsulatus str. Bath,,
GCA_000008345,Propionibacterium acnes KPA171202,,
GCA_000008365,Mycoplasma mobile 163K,,
GCA_000008385,Wolbachia endosymbiont strain TRS of Brugia malayi,,
GCA_000008405,Mycoplasma hyopneumoniae 232,,
GCA_000008425,Bacillus licheniformis DSM 13 = ATCC 14580,,
GCA_000008445,Bacillus anthracis str. 'Ames Ancestor',,
GCA_000008465,Idiomarina loihiensis L2TR,,
GCA_000008485,Legionella pneumophila subsp. pneumophila str. Philadelphia 1,,
GCA_000008505,[Bacillus thuringiensis] serovar konkukian str. 97-27,,
GCA_000008525,Helicobacter pylori 26695,,
GCA_000008545,Thermotoga maritima MSB8,,
GCA_000008565,Deinococcus radiodurans R1,,
GCA_000008585,Mycobacterium tuberculosis CDC1551,,
GCA_000008605,Treponema pallidum subsp. pallidum str. Nichols,,
GCA_000008625,Aquifex aeolicus VF5,,
GCA_000008685,Borrelia burgdorferi B31,,
GCA_000008725,Chlamydia trachomatis D/UW-3/CX,,
GCA_000008745,Chlamydophila pneumoniae CWL029,,
GCA_000008765,Clostridium acetobutylicum ATCC 824,,
GCA_000008785,Helicobacter pylori J99,,
GCA_000008805,Neisseria meningitidis MC58,,
GCA_000008865,Escherichia coli O157:H7 str. Sakai,,
GCA_000008885,Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,,
GCA_000008925,Lactobacillus salivarius UCC118,,
GCA_000008945,Bifidobacterium longum DJO10A,,
GCA_000008985,Francisella tularensis subsp. tularensis SCHU S4,,
GCA_000009005,Staphylococcus aureus RF122,,
GCA_000009025,Dehalococcoides mccartyi CBDB1,,
GCA_000009045,Bacillus subtilis subsp. subtilis str. 168,,
GCA_000009065,Yersinia pestis CO92,,
GCA_000009085,Campylobacter jejuni subsp. jejuni NCTC 11168 = ATCC 700819,,
GCA_000009105,Neisseria meningitidis Z2491,,
GCA_000009125,Ralstonia solanacearum GMI1000,,
GCA_000009145,Nitrosomonas europaea ATCC 19718,,
GCA_000009165,Xanthomonas euvesicatoria,,
GCA_000009205,Peptoclostridium difficile 630,,
GCA_000009225,Pseudomonas fluorescens SBW25,,
GCA_000009245,Francisella tularensis subsp. holarctica LVS,,
GCA_000009265,Rhizobium leguminosarum bv. viciae 3841,,
GCA_000009285,Ralstonia eutropha H16,,
GCA_000009305,Helicobacter acinonychis str. Sheeba,,
GCA_000009325,Francisella tularensis subsp. tularensis FSC198,,
GCA_000009345,Yersinia enterocolitica subsp. enterocolitica 8081,,
GCA_000009365,Alcanivorax borkumensis SK2,,
GCA_000009385,Streptococcus pyogenes str. Manfredo,,
GCA_000009405,Staphylococcus carnosus subsp. carnosus TM300,,
GCA_000009425,Lactococcus lactis subsp. cremoris MG1363,,
GCA_000009445,Mycobacterium bovis BCG str. Pasteur 1173P2,,
GCA_000009465,Neisseria meningitidis FAM18,,
GCA_000009485,Burkholderia cenocepacia J2315,,
GCA_000009505,Salmonella enterica subsp. enterica serovar Enteritidis str. P125109,,
GCA_000009525,Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91,,
GCA_000009545,Streptococcus uberis 0140J,,
GCA_000009565,Escherichia coli BL21(DE3),,
GCA_000009585,Staphylococcus aureus subsp. aureus ST398,,
GCA_000009605,Buchnera aphidicola str. APS (Acyrthosiphon pisum),,
GCA_000009625,Mesorhizobium loti MAFF303099,,
GCA_000009645,Staphylococcus aureus subsp. aureus N315,,
GCA_000009665,Staphylococcus aureus subsp. aureus Mu50,,
GCA_000009685,Clostridium perfringens str. 13,,
GCA_000009705,Nostoc sp. PCC 7120,,
GCA_000009725,Synechocystis sp. PCC 6803,,
GCA_000009745,Vibrio vulnificus YJ016,,
GCA_000009765,Streptomyces avermitilis MA-4680 = NBRC 14893,,
GCA_000009785,Geobacillus kaustophilus HTA426,,
GCA_000009805,Nocardia farcinica IFM 10152,,
GCA_000009845,Onion yellows phytoplasma OY-M,,
GCA_000009865,Staphylococcus haemolyticus JCSC1435,,
GCA_000009885,Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044,,
GCA_000009905,Symbiobacterium thermophilum IAM 14863,,
GCA_000009925,Bacteroides fragilis YCH46,,
GCA_000009945,Chlamydia felis Fe/C-56,,
GCA_000009985,Magnetospirillum magneticum AMB-1,,
GCA_000010005,Lactobacillus reuteri JCM 1112,,
GCA_000010025,Xanthomonas oryzae pv. oryzae MAFF 311018,,
GCA_000010045,Desulfitobacterium hafniense Y51,,
GCA_000010065,Synechococcus elongatus PCC 6301,,
GCA_000010085,Sodalis glossinidius str. 'morsitans',,
GCA_000010105,Rhodococcus erythropolis PR4,,
GCA_000010125,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305,,
GCA_000010145,Lactobacillus fermentum IFO 3956,,
GCA_000010165,Brevibacillus brevis NBRC 100599,,
GCA_000010185,Finegoldia magna ATCC 29328,,
GCA_000010205,Orientia tsutsugamushi str. Ikeda,,
GCA_000010225,Corynebacterium glutamicum R,,
GCA_000010245,Escherichia coli str. K-12 substr. W3110,,
GCA_000010265,Clostridium kluyveri NBRC 12016,,
GCA_000010285,Kocuria rhizophila DC2201,,
GCA_000010305,Gemmatimonas aurantiaca T-27,,
GCA_000010325,Nitratiruptor sp. SB155-2,,
GCA_000010345,Sulfurovum sp. NBC37-1,,
GCA_000010365,Candidatus Carsonella ruddii PV,,
GCA_000010385,Escherichia coli SE11,,
GCA_000010405,Candidatus Vesicomyosocius okutanii HA,,
GCA_000010425,Bifidobacterium adolescentis ATCC 15703,,
GCA_000010445,Staphylococcus aureus subsp. aureus Mu3,,
GCA_000010465,Staphylococcus aureus subsp. aureus str. Newman,,
GCA_000010485,Escherichia coli SE15,,
GCA_000010505,Porphyromonas gingivalis ATCC 33277,,
GCA_000010525,Azorhizobium caulinodans ORS 571,,
GCA_000010545,Burkholderia multivorans ATCC 17616,,
GCA_000010565,Pelotomaculum thermopropionicum SI,,
GCA_000010585,Macrococcus caseolyticus JCSC5402,,
GCA_000010605,Streptomyces griseus subsp. griseus NBRC 13350,,
GCA_000010625,Microcystis aeruginosa NIES-843,,
GCA_000010645,Candidatus Azobacteroides pseudotrichonymphae genomovar. CFP2,,
GCA_000010665,Desulfovibrio magneticus RS-1,,
GCA_000010685,Mycobacterium bovis BCG str. Tokyo 172,,
GCA_000010705,Streptococcus dysgalactiae subsp. equisimilis GGS_124,,
GCA_000010725,Azospirillum sp. B510,,
GCA_000010745,Escherichia coli O103:H2 str. 12009,,
GCA_000010765,Escherichia coli O111:H- str. 11128,,
GCA_000010785,Hydrogenobacter thermophilus TK-6,,
GCA_000010805,Rhodococcus opacus B4,,
GCA_000010825,Acetobacter pasteurianus IFO 3283-01,,
GCA_000010845,Acetobacter pasteurianus IFO 3283-03,,
GCA_000010865,Acetobacter pasteurianus IFO 3283-07,,
GCA_000010885,Acetobacter pasteurianus IFO 3283-22,,
GCA_000010905,Acetobacter pasteurianus IFO 3283-26,,
GCA_000010925,Acetobacter pasteurianus IFO 3283-32,,
GCA_000010945,Acetobacter pasteurianus IFO 3283-01-42C,,
GCA_000010965,Acetobacter pasteurianus IFO 3283-12,,
GCA_000010985,Deferribacter desulfuricans SSM1,,
GCA_000011025,Rothia mucilaginosa DY-18,,
GCA_000011045,Lactobacillus rhamnosus GG,,
GCA_000011065,Bacteroides thetaiotaomicron VPI-5482,,
GCA_000011145,Bacillus halodurans C-125,,
GCA_000011165,Chlamydophila pneumoniae J138,,
GCA_000011225,Mycoplasma penetrans HF-2,,
GCA_000011245,Oceanobacillus iheyensis HTE831,,
GCA_000011265,Staphylococcus aureus subsp. aureus MW2,,
GCA_000011285,Streptococcus pyogenes SSI-1,,
GCA_000011305,Corynebacterium efficiens YS-314,,
GCA_000011325,Corynebacterium glutamicum ATCC 13032,,
GCA_000011345,Thermosynechococcus elongatus BP-1,,
GCA_000011365,Bradyrhizobium diazoefficiens USDA 110,,
GCA_000011385,Gloeobacter violaceus PCC 7421,,
GCA_000011445,Mycoplasma mycoides subsp. mycoides SC str. PG1,,
GCA_000011465,Prochlorococcus marinus subsp. pastoris str. CCMP1986,,
GCA_000011485,Prochlorococcus marinus str. MIT 9313,,
GCA_000011505,Staphylococcus aureus subsp. aureus MRSA252,,
GCA_000011525,Staphylococcus aureus subsp. aureus MSSA476,,
GCA_000011545,Burkholderia pseudomallei K96243,,
GCA_000011565,Candidatus Protochlamydia amoebophila UWE25,,
GCA_000011605,Pectobacterium atrosepticum SCRI1043,,
GCA_000011625,Bacillus cereus E33L,,
GCA_000011645,Bacillus licheniformis DSM 13 = ATCC 14580,,
GCA_000011665,Streptococcus pyogenes MGAS10394,,
GCA_000011685,Gluconobacter oxydans 621H,,
GCA_000011705,Burkholderia mallei ATCC 23344,,
GCA_000011725,Helicobacter pylori 51,,
GCA_000011745,Candidatus Blochmannia pennsylvanicus str. BPEN,,
GCA_000011765,Streptococcus pyogenes MGAS5005,,
GCA_000011785,Haemophilus somnus 129PT,,
GCA_000011805,Vibrio fischeri ES114,,
GCA_000011825,Streptococcus thermophilus LMG 18311,,
GCA_000011845,Streptococcus thermophilus CNRZ1066,,
GCA_000011865,Campylobacter jejuni RM1221,,
GCA_000011885,Salmonella enterica subsp. enterica serovar Paratyphi A str. ATCC 9150,,
GCA_000011905,Dehalococcoides mccartyi 195,,
GCA_000011925,Staphylococcus epidermidis RP62A,,
GCA_000011945,Anaplasma marginale str. St. Maries,,
GCA_000011965,Ruegeria pomeroyi DSS-3,,
GCA_000011985,Lactobacillus acidophilus NCFM,,
GCA_000012005,Shigella dysenteriae Sd197,,
GCA_000012025,Shigella boydii Sb227,,
GCA_000012045,Staphylococcus aureus subsp. aureus COL,,
GCA_000012065,Borrelia hermsii DAH,,
GCA_000012085,Borrelia turicatae 91E135,,
GCA_000012105,Xanthomonas campestris pv. campestris str. 8004,,
GCA_000012125,Chlamydia trachomatis A/HAR-13,,
GCA_000012145,Rickettsia felis URRWXCal2,,
GCA_000012165,Streptococcus pyogenes MGAS6180,,
GCA_000012185,Haemophilus influenzae 86-028NP,,
GCA_000012205,Pseudomonas savastanoi pv. phaseolicola 1448A,,
GCA_000012225,Aster yellows witches'-broom phytoplasma AYWB,,
GCA_000012245,Pseudomonas syringae pv. syringae B728a,,
GCA_000012265,Pseudomonas protegens Pf-5,,
GCA_000012305,Psychrobacter arcticus 273-4,,
GCA_000012325,Colwellia psychrerythraea 34H,,
GCA_000012345,Candidatus Pelagibacter ubique HTCC1062,,
GCA_000012365,Burkholderia thailandensis E264,,
GCA_000012385,Rickettsia bellii RML369-C,,
GCA_000012405,Thermobifida fusca YX,,
GCA_000012425,Dechloromonas aromatica RCB,,
GCA_000012445,Pseudomonas fluorescens Pf0-1,,
GCA_000012465,Prochlorococcus marinus str. NATL2A,,
GCA_000012485,Chlorobium luteolum DSM 273,,
GCA_000012505,Synechococcus sp. CC9902,,
GCA_000012525,Synechococcus elongatus PCC 7942,,
GCA_000012565,Ehrlichia canis str. Jake,,
GCA_000012585,Chlorobium chlorochromatii CaD3,,
GCA_000012605,Thiomicrospira crunogena XCL-2,,
GCA_000012625,Synechococcus sp. CC9605,,
GCA_000012645,Prochlorococcus marinus str. MIT 9312,,
GCA_000012665,Desulfovibrio alaskensis G20,,
GCA_000012685,Myxococcus xanthus DK 1622,,
GCA_000012705,Streptococcus agalactiae A909,,
GCA_000012725,Nitrobacter winogradskyi Nb-255,,
GCA_000012745,Thiobacillus denitrificans ATCC 25259,,
GCA_000012765,Mycoplasma capricolum subsp. capricolum ATCC 27343,,
GCA_000012785,Burkholderia pseudomallei 1710b,,
GCA_000012805,Nitrosococcus oceani ATCC 19707,,
GCA_000012825,Bacteroides vulgatus ATCC 8482,,
GCA_000012845,Parabacteroides distasonis ATCC 8503,,
GCA_000012865,Carboxydothermus hydrogenoformans Z-2901,,
GCA_000012885,Pelobacter carbinolicus DSM 2380,,
GCA_000012905,Rhodobacter sphaeroides 2.4.1,,
GCA_000012925,Geobacter metallireducens GS-15,,
GCA_000012945,Burkholderia lata,,
GCA_000012965,Sulfurimonas denitrificans DSM 1251,,
GCA_000012985,Hahella chejuensis KCTC 2396,,
GCA_000013005,Erythrobacter litoralis HTCC2594,,
GCA_000013025,Hyphomonas neptunium ATCC 15444,,
GCA_000013045,Salinibacter ruber DSM 13855,,
GCA_000013065,Bacillus cereus Q1,,
GCA_000013085,Rhodospirillum rubrum ATCC 11170,,
GCA_000013105,Moorella thermoacetica ATCC 39073,,
GCA_000013125,Anaplasma phagocytophilum str. HZ,,
GCA_000013145,Ehrlichia chaffeensis str. Arkansas,,
GCA_000013165,Neorickettsia sennetsu str. Miyayama,,
GCA_000013185,Baumannia cicadellinicola str. Hc (Homalodisca coagulata),,
GCA_000013205,Synechococcus sp. JA-3-3Ab,,
GCA_000013225,Synechococcus sp. JA-2-3B'a(2-13),,
GCA_000013245,Helicobacter pylori HPAG1,,
GCA_000013265,Escherichia coli UTI89,,
GCA_000013285,Clostridium perfringens ATCC 13124,,
GCA_000013305,Escherichia coli 536,,
GCA_000013325,Novosphingobium aromaticivorans DSM 12444,,
GCA_000013345,Frankia sp. CcI3,,
GCA_000013365,Rhodopseudomonas palustris HaA2,,
GCA_000013385,Anaeromyxobacter dehalogenans 2CP-C,,
GCA_000013405,Syntrophus aciditrophicus SB,,
GCA_000013425,Staphylococcus aureus subsp. aureus NCTC 8325,,
GCA_000013465,Staphylococcus aureus subsp. aureus USA300_FPR3757,,
GCA_000013485,Streptococcus pyogenes MGAS9429,,
GCA_000013505,Streptococcus pyogenes MGAS10270,,
GCA_000013525,Streptococcus pyogenes MGAS2096,,
GCA_000013545,Streptococcus pyogenes MGAS10750,,
GCA_000013565,Jannaschia sp. CCS1,,
GCA_000013585,Shigella flexneri 5 str. 8401,,
GCA_000013605,Rhodoferax ferrireducens T118,,
GCA_000013625,Janthinobacterium sp. Marseille,,
GCA_000013645,Paraburkholderia xenovorans LB400,,
GCA_000013665,Saccharophagus degradans 2-40,,
GCA_000013685,Rhodopseudomonas palustris BisB5,,
GCA_000013705,Methylobacillus flagellatus KT,,
GCA_000013745,Rhodopseudomonas palustris BisB18,,
GCA_000013765,Shewanella denitrificans OS217,,
GCA_000013785,Pseudomonas stutzeri A1501,,
GCA_000013805,Yersinia pestis Nepal516,,
GCA_000013825,Yersinia pestis Antiqua,,
GCA_000013845,Clostridium perfringens SM101,,
GCA_000013845,Clostridium phage phiSM101,,
GCA_000013865,Polaromonas sp. JS666,,
GCA_000013885,Nitrobacter hamburgensis X14,,
GCA_000013905,Psychrobacter cryohalolentis K5,,
GCA_000013925,Mycobacterium ulcerans Agy99,,
GCA_000013945,Leptospira borgpetersenii serovar Hardjo-bovis str. L550,,
GCA_000013965,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,,
GCA_000013985,Sphingopyxis alaskensis RB2256,,
GCA_000014005,Candidatus Koribacter versatilis Ellin345,,
GCA_000014025,Arcobacter butzleri RM4018,,
GCA_000014045,Roseobacter denitrificans OCh 114,,
GCA_000014065,Ruegeria sp. TM1040,,
GCA_000014085,Burkholderia cenocepacia AU 1054,,
GCA_000014105,Neisseria meningitidis 053442,,
GCA_000014125,Clostridium novyi NT,,
GCA_000014145,Cytophaga hutchinsonii ATCC 33406,,
GCA_000014165,Mycobacterium sp. MCS,,
GCA_000014185,Rubrobacter xylanophilus DSM 9941,,
GCA_000014205,Streptococcus sanguinis SK36,,
GCA_000014225,Pseudoalteromonas atlantica T6c,,
GCA_000014245,Chelativorans sp. BNC1,,
GCA_000014265,Trichodesmium erythraeum IMS101,,
GCA_000014285,Granulibacter bethesdensis CGDNIH1,,
GCA_000014305,Streptococcus suis 05ZYH33,,
GCA_000014325,Streptococcus suis 98HAH33,,
GCA_000014345,Rickettsia canadensis str. McKiel,,
GCA_000014365,Streptococcus pneumoniae D39,,
GCA_000014385,Oenococcus oeni PSU-1,,
GCA_000014405,Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365,,
GCA_000014425,Lactobacillus gasseri ATCC 33323 = JCM 1131,,
GCA_000014445,Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293,,
GCA_000014465,Lactobacillus brevis ATCC 367,,
GCA_000014485,Streptococcus thermophilus LMD-9,,
GCA_000014505,Pediococcus pentosaceus ATCC 25745,,
GCA_000014525,Lactobacillus paracasei ATCC 334,,
GCA_000014545,Lactococcus lactis subsp. cremoris SK11,,
GCA_000014565,Rhodococcus jostii RHA1,,
GCA_000014585,Synechococcus sp. CC9311,,
GCA_000014605,Francisella tularensis subsp. holarctica OSU18,,
GCA_000014625,Pseudomonas aeruginosa UCBPP-PA14,,
GCA_000014645,Francisella tularensis subsp. novicida U112,,
GCA_000014665,Shewanella sp. MR-7,,
GCA_000014685,Shewanella sp. MR-4,,
GCA_000014705,Shewanella frigidimarina NCIMB 400,,
GCA_000014725,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,,
GCA_000014745,Maricaulis maris MCS10,,
GCA_000014765,Nitrosomonas eutropha C91,,
GCA_000014785,Alkalilimnicola ehrlichii MLHE-1,,
GCA_000014805,Aeromonas hydrophila subsp. hydrophila ATCC 7966,,
GCA_000014825,Rhodopseudomonas palustris BisA53,,
GCA_000014845,Escherichia coli APEC O1,,
GCA_000014865,Magnetococcus marinus MC-1,,
GCA_000014885,Shewanella piezotolerans WP3,,
GCA_000014905,Candidatus Solibacter usitatus Ellin6076,,
GCA_000014925,Paenarthrobacter aurescens TC1,,
GCA_000014965,Syntrophobacter fumaroxidans MPOB,,
GCA_000014985,Mycobacterium avium 104,,
GCA_000015005,Mycobacterium smegmatis str. MC2 155,,
GCA_000015025,Acidothermus cellulolyticus 11B,,
GCA_000015045,Pelobacter propionicus DSM 2379,,
GCA_000015065,Bacillus thuringiensis str. Al Hakam,,
GCA_000015085,Campylobacter fetus subsp. fetus 82-40,,
GCA_000015105,Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica),,
GCA_000015125,Chlorobium phaeobacteroides DSM 266,,
GCA_000015165,Bradyrhizobium sp. BTAi1,,
GCA_000015185,Shewanella sp. W3-18-1,,
GCA_000015245,Shewanella amazonensis SB2B,,
GCA_000015265,Nocardioides sp. JS614,,
GCA_000015285,Psychromonas ingrahamii 37,,
GCA_000015305,Mycobacterium vanbaalenii PYR-1,,
GCA_000015325,Acidovorax citrulli AAC00-1,,
GCA_000015345,Dichelobacter nodosus VCS1703A,,
GCA_000015365,Marinobacter hydrocarbonoclasticus VT8,,
GCA_000015385,Lactobacillus helveticus DPC 4571,,
GCA_000015405,Mycobacterium sp. KMS,,
GCA_000015425,Acinetobacter baumannii ATCC 17978,,
GCA_000015445,Bartonella bacilliformis KC583,,
GCA_000015465,Burkholderia mallei SAVP1,,
GCA_000015485,Desulfovibrio vulgaris DP4,,
GCA_000015505,Polaromonas naphthalenivorans CJ2,,
GCA_000015525,Campylobacter jejuni subsp. jejuni 81-176,,
GCA_000015545,Acidovorax sp. JS42,,
GCA_000015565,Verminephrobacter eiseniae EF01-2,,
GCA_000015585,Halorhodospira halophila SL1,,
GCA_000015605,Burkholderia mallei NCTC 10229,,
GCA_000015625,Burkholderia mallei NCTC 10247,,
GCA_000015645,Prochlorococcus marinus str. AS9601,,
GCA_000015665,Prochlorococcus marinus str. MIT 9515,,
GCA_000015685,Prochlorococcus marinus str. NATL1A,,
GCA_000015705,Prochlorococcus marinus str. MIT 9303,,
GCA_000015725,Methylibium petroleiphilum PM1,,
GCA_000015745,Geobacillus thermodenitrificans NG80-2,,
GCA_000015785,Bacillus velezensis FZB42,,
GCA_000015845,Shewanella baltica OS155,,
GCA_000015865,Ruminiclostridium thermocellum ATCC 27405,,
GCA_000015885,Actinobacillus pleuropneumoniae serovar 5b str. L20,,
GCA_000015905,Burkholderia pseudomallei 668,,
GCA_000015925,Burkholderia pseudomallei 1106a,,
GCA_000015965,Prochlorococcus marinus str. MIT 9301,,
GCA_000015985,Rhodobacter sphaeroides ATCC 17029,,
GCA_000016005,Mycobacterium sp. JLS,,
GCA_000016045,Salmonella enterica subsp. enterica serovar Newport str. SL254,,
GCA_000016065,Shewanella loihica PV-4,,
GCA_000016085,Chlorobium phaeovibrioides DSM 265,,
GCA_000016105,Francisella tularensis subsp. tularensis WY96-3418,,
GCA_000016145,Mycobacterium tuberculosis H37Ra,,
GCA_000016165,Desulfotomaculum reducens MI-1,,
GCA_000016185,Rhodospirillum centenum SW,,
GCA_000016205,Burkholderia vietnamiensis G4,,
GCA_000016245,Vibrio cholerae O395,,
GCA_000016265,Agrobacterium radiobacter K84,,
GCA_000016285,Agrobacterium vitis S4,,
GCA_000016305,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,,
GCA_000016325,Enterobacter sp. 638,,
GCA_000016345,Polynucleobacter asymbioticus QLW-P1DMWA-1,,
GCA_000016365,Mycobacterium gilvum PYR-GCK,,
GCA_000016405,Rhodobacter sphaeroides ATCC 17025,,
GCA_000016425,Salinispora tropica CNB-440,,
GCA_000016445,Yersinia pestis Pestoides F,,
GCA_000016465,Haemophilus influenzae PittEE,,
GCA_000016485,Haemophilus influenzae PittGG,,
GCA_000016505,Clostridium kluyveri DSM 555,,
GCA_000016545,Caldicellulosiruptor saccharolyticus DSM 8903,,
GCA_000016565,Pseudomonas mendocina ymp,,
GCA_000016585,Shewanella putrefaciens CN-32,,
GCA_000016625,Rickettsia massiliae MTU5,,
GCA_000016645,Flavobacterium johnsoniae UW101,,
GCA_000016665,Roseiflexus sp. RS-1,,
GCA_000016685,Actinobacillus pleuropneumoniae serovar 3 str. JL03,,
GCA_000016705,Dehalococcoides mccartyi BAV1,,
GCA_000016725,Acidiphilium cryptum JF-5,,
GCA_000016745,Geobacter uraniireducens Rf4,,
GCA_000016765,Sphingomonas wittichii RW1,,
GCA_000016785,Thermotoga petrophila RKU-1,,
GCA_000016805,Staphylococcus aureus subsp. aureus JH9,,
GCA_000016825,Lactobacillus reuteri DSM 20016,,
GCA_000016845,Brucella ovis ATCC 25840,,
GCA_000016865,Pseudomonas putida F1,,
GCA_000016885,Psychrobacter sp. PRwf-1,,
GCA_000016905,Thermosipho melanesiensis BI429,,
GCA_000016925,Mycobacterium tuberculosis F11,,
GCA_000016945,Yersinia pseudotuberculosis IP 31758,,
GCA_000016965,Clostridium beijerinckii NCIMB 8052,,
GCA_000016985,Alkaliphilus metalliredigens QYMF,,
GCA_000017005,Streptococcus gordonii str. Challis substr. CH1,,
GCA_000017025,Clostridium botulinum A str. ATCC 19397,,
GCA_000017045,Clostridium botulinum A str. Hall,,
GCA_000017065,Clostridium botulinum F str. Langeland,,
GCA_000017085,Staphylococcus aureus subsp. aureus USA300_TCH1516,,
GCA_000017105,Coxiella burnetii Dugway 5J108-111,,
GCA_000017125,Staphylococcus aureus subsp. aureus JH1,,
GCA_000017145,Sinorhizobium medicae WSM419,,
GCA_000017205,Pseudomonas aeruginosa PA7,,
GCA_000017245,Actinobacillus succinogenes 130Z,,
GCA_000017265,Phenylobacterium zucineum HLK1,,
GCA_000017285,Marinomonas sp. MWYL1,,
GCA_000017305,Kineococcus radiotolerans SRS30216 = ATCC BAA-149,,
GCA_000017325,Shewanella baltica OS185,,
