"genomeID.col","mean.col","GCcont.col","polIII.col"
"GCA_000007165",0.714466788035386,65.1057436462061,"dnaE2/dnaE1"
"GCA_000007205",0.697342062517147,41.3741076631702,"dnaE1"
"GCA_000007245",0.545383331233578,53.1305702965053,"dnaE1"
"GCA_000007265",0.718282891339202,36.0952180586555,"polC/dnaE3"
"GCA_000007285",0.692310576369859,39.1425381575661,"polC/dnaE3"
"GCA_000007325",0.759774203196766,27.399938473495,"Other"
"GCA_000007365",0.740109919684275,26.2355353898139,"dnaE1"
"GCA_000007385",0.668705482476518,64.1320340021151,"dnaE2/dnaE1"
"GCA_000007405",0.643406251676843,51.946473361265,"dnaE1"
"GCA_000007425",0.68779248720928,39.1775942421339,"polC/dnaE3"
"GCA_000007445",0.646379752715106,51.5646405855121,"dnaE1"
"GCA_000007465",0.662941425532805,37.4696911250103,"polC/dnaE3"
"GCA_000007485",0.49100860923473,46.4319620060086,"Other"
"GCA_000007505",0.711745009033756,58.4098387119831,"dnaE2/dnaE1"
"GCA_000007525",0.686446508409632,61.0656821867744,"dnaE1"
"GCA_000007545",0.649524684565519,53.2336964727276,"dnaE2/dnaE1"
"GCA_000007565",0.675226698724948,62.2445354772732,"dnaE2/dnaE1"
"GCA_000007585",0.523958303238414,49.3182683057401,"dnaE1"
"GCA_000007605",0.687649143814711,39.826700268836,"dnaE1"
"GCA_000007625",0.719173507104262,28.9235418656081,"Other"
"GCA_000007645",0.657052117465345,32.8996946709885,"polC/dnaE3"
"GCA_000007665",0.727985579049884,68.2068853474586,"Other"
"GCA_000007685",0.603302843750822,36.7001648404263,"dnaE1"
"GCA_000007705",0.716466595734359,65.9459304051002,"Other"
"GCA_000007725",0.72286469952195,26.9835536898115,"dnaE1"
"GCA_000007745",0.687221702760522,43.6076596154849,"Other"
"GCA_000007765",0.695437489279109,42.8200447281621,"dnaE1"
"GCA_000007785",0.585606235617123,37.9312860288604,"polC/dnaE3"
"GCA_000007825",0.617507582605811,35.9123403679868,"polC/dnaE3"
"GCA_000007845",0.587216186681317,36.0328305071929,"polC/dnaE3"
"GCA_000007865",0.762621249176521,69.6934728598146,"Other"
"GCA_000007885",0.690155810300803,48.9152892561983,"dnaE1"
"GCA_000007905",0.680392539705471,36.3555976517898,"dnaE1"
"GCA_000007925",0.691008379157747,37.027183068718,"dnaE1"
"GCA_000007945",0.690949569615771,38.842438689086,"dnaE1"
"GCA_000007985",0.725384446552088,61.6076456686008,"Other"
"GCA_000008005",0.583560416869086,36.0541994604743,"polC/dnaE3"
"GCA_000008025",0.683632986853519,35.4349505872812,"Other"
"GCA_000008045",0.710576613613406,30.3912951160173,"Other"
"GCA_000008065",0.739430190834275,34.9879440586394,"polC/dnaE3"
"GCA_000008105",0.647552960178697,53.2817311833058,"dnaE2/dnaE1"
"GCA_000008125",0.770194183595252,69.6329117772996,"Other"
"GCA_000008145",0.698414158591978,58.3776320185399,"dnaE2/dnaE1"
"GCA_000008165",0.587255123496023,36.0342046810109,"polC/dnaE3"
"GCA_000008185",0.568864680768932,38.3340632074846,"dnaE1"
"GCA_000008205",0.621427871365064,29.5864978038617,"polC/dnaE3"
"GCA_000008225",0.626995105574542,29.5219201346619,"polC/dnaE3"
"GCA_000008245",0.657921534389551,29.1290232199083,"polC/dnaE3"
"GCA_000008285",0.612759158217239,38.5135904679284,"polC/dnaE3"
"GCA_000008305",0.705097660657939,27.4435931006163,"polC/dnaE3"
"GCA_000008325",0.714564428304977,63.977634003655,"dnaE2/dnaE1"
"GCA_000008345",0.671922872757412,60.2843190856276,"Other"
"GCA_000008365",0.738140050236577,25.4117763528911,"polC/dnaE3"
"GCA_000008385",0.670251322004201,35.0335053030246,"Other"
"GCA_000008405",0.638904816847188,29.6343040078803,"polC/dnaE3"
"GCA_000008425",0.515389460575702,47.128566736545,"polC/dnaE3"
"GCA_000008445",0.58737863156955,35.9436299724535,"polC/dnaE3"
"GCA_000008465",0.729632561693907,47.4645881530654,"dnaE2/dnaE1"
"GCA_000008485",0.685891812569234,38.938703747571,"dnaE1"
"GCA_000008505",0.628065749809413,35.9674829435216,"polC/dnaE3"
"GCA_000008525",0.639972232332442,39.5410532507639,"dnaE1"
"GCA_000008545",0.70920807408498,46.3895144627227,"Other"
"GCA_000008565",0.726791589743859,67.4406134194033,"Other"
"GCA_000008585",0.706705716254584,65.9099346590195,"Other"
"GCA_000008605",0.679651640666954,52.6119647546999,"dnaE1"
"GCA_000008625",0.745279683164898,43.5013894193065,"Other"
"GCA_000008685",0.690297126658909,28.9773302586271,"Other"
"GCA_000008725",0.679123354472918,41.6635250065496,"dnaE1"
"GCA_000008745",0.693435747038088,41.3798766998238,"dnaE1"
"GCA_000008765",0.657783530685044,31.541644108017,"Other"
"GCA_000008785",0.65598583531255,39.8936295310762,"dnaE1"
"GCA_000008805",0.71106265921028,53.0254740349968,"dnaE1"
"GCA_000008865",0.638087628597143,51.5701009853849,"dnaE1"
"GCA_000008885",0.746419377440354,23.6123305280008,"dnaE1"
"GCA_000008925",0.665728424654383,33.3486301535876,"polC/dnaE3"
"GCA_000008945",0.629882668074046,61.123889454224,"dnaE1"
"GCA_000008985",0.685413121199729,32.9297024917912,"dnaE1"
"GCA_000009005",0.65877490853191,33.5319713195551,"polC/dnaE3"
"GCA_000009025",0.723107418547999,47.8650983939565,"Other"
"GCA_000009045",0.708147854749056,44.2289327780365,"polC/dnaE3"
"GCA_000009065",0.690323046796213,48.8750664705893,"dnaE1"
"GCA_000009085",0.741065774428457,30.8513073962012,"dnaE1"
"GCA_000009105",0.642613378544672,53.3422261994337,"dnaE1"
"GCA_000009125",0.728287857907388,67.6954357298668,"dnaE2/dnaE1"
"GCA_000009145",0.670574532349853,51.5292576862905,"dnaE1"
"GCA_000009165",0.7063319090111,64.9417663600972,"dnaE2/dnaE1"
"GCA_000009205",0.681946533044385,30.0633798725329,"Other"
"GCA_000009225",0.687571278293446,61.3536918587171,"dnaE2/dnaE1"
"GCA_000009245",0.680890443572396,32.8295436254446,"dnaE1"
"GCA_000009265",0.695340732718285,61.701854968815,"Other"
"GCA_000009285",0.729625001832544,66.9886091557176,"Other"
"GCA_000009305",0.669385536734031,38.7735333278517,"dnaE1"
"GCA_000009325",0.687286490170118,32.9293557442877,"dnaE1"
"GCA_000009345",0.671555283580439,48.2969870842778,"dnaE1"
"GCA_000009365",0.676891002404654,55.2426021841466,"Other"
"GCA_000009385",0.685184687293426,39.2393880017291,"polC/dnaE3"
"GCA_000009405",0.683346274670074,35.2380952380952,"polC/dnaE3"
"GCA_000009425",0.69078695083669,36.6495414672494,"polC/dnaE3"
"GCA_000009445",0.698430361064943,65.925772855643,"Other"
"GCA_000009465",0.651090473689924,53.1254400876461,"dnaE1"
"GCA_000009485",0.730084426981848,67.5231800070118,"dnaE2/dnaE1"
"GCA_000009505",0.650969057214123,53.3564361408267,"dnaE2/dnaE1"
"GCA_000009525",0.652364757016805,53.4101633890893,"dnaE2/dnaE1"
"GCA_000009545",0.701090284288935,37.053504290919,"polC/dnaE3"
"GCA_000009565",0.643775961967435,51.8879558444318,"dnaE1"
"GCA_000009585",0.642756828729245,33.5631704271857,"polC/dnaE3"
"GCA_000009605",0.735535317207708,27.4117907639074,"dnaE1"
"GCA_000009625",0.687289444030687,63.2192415722452,"dnaE2/dnaE1"
"GCA_000009645",0.648618205183114,33.5293149297201,"polC/dnaE3"
"GCA_000009665",0.648194315962619,33.5526789768646,"polC/dnaE3"
"GCA_000009685",0.751412150191542,29.4120979978966,"Other"
"GCA_000009705",0.614978154288469,42.3039413175683,"dnaE1"
"GCA_000009725",0.544619881373259,48.1891449593849,"Other"
"GCA_000009745",0.628117379937399,47.568510243584,"dnaE2/dnaE1"
"GCA_000009765",0.76060463086387,71.0933576235743,"Other"
"GCA_000009785",0.685736049593431,52.8354667543919,"polC/dnaE3"
"GCA_000009805",0.750251041623338,71.0492557426803,"Other"
"GCA_000009845",0.633525722183638,28.8433080618636,"Other"
"GCA_000009865",0.673119998979668,33.4030857790959,"polC/dnaE3"
"GCA_000009885",0.663426763515867,58.6491968783657,"Other"
"GCA_000009905",0.769006948478276,69.3523932240829,"Other"
"GCA_000009925",0.555847232021082,44.2131973895199,"dnaE1"
"GCA_000009945",0.68595859090427,39.9442976531885,"dnaE1"
"GCA_000009985",0.710797181098376,65.8772520560985,"Other"
"GCA_000010005",0.692219092330718,39.4941775775407,"Other"
"GCA_000010025",0.680096860219335,64.1348408019483,"dnaE2/dnaE1"
"GCA_000010045",0.555739291970281,48.4023720099589,"Other"
"GCA_000010065",0.697710909645059,56.0528940370998,"Other"
"GCA_000010085",0.695899640673477,55.6378611839874,"Other"
"GCA_000010105",0.695815654434034,62.7707853082757,"Other"
"GCA_000010125",0.66867406948948,33.968667558429,"polC/dnaE3"
"GCA_000010145",0.682137529740614,52.759555886542,"polC/dnaE3"
"GCA_000010165",0.651103586029802,47.8747367546676,"Other"
"GCA_000010185",0.681712606259142,32.283254888124,"Other"
"GCA_000010205",0.639512866472026,31.4458025548423,"Other"
"GCA_000010225",0.657210661150391,55.0055561714059,"Other"
"GCA_000010245",0.646744787357085,51.8702948980142,"dnaE1"
"GCA_000010265",0.65087838832068,32.7408973463917,"Other"
"GCA_000010285",0.797998075375048,71.2053981419719,"Other"
"GCA_000010305",0.711600091574759,64.4782593097925,"Other"
"GCA_000010325",0.579135750162784,39.7811631483947,"Other"
"GCA_000010345",0.481934078945537,44.6685620728456,"Other"
"GCA_000010365",0.77969875282462,16.0157341959187,"Other"
"GCA_000010385",0.638825738109092,51.7673830226539,"dnaE1"
"GCA_000010405",0.685645875363973,32.8202479456631,"Other"
"GCA_000010425",0.694575680966274,60.204735932475,"dnaE1"
"GCA_000010445",0.638661103547329,33.5902754117332,"polC/dnaE3"
"GCA_000010465",0.650885785438374,33.5805520196218,"polC/dnaE3"
"GCA_000010485",0.646684942499629,51.8002359680122,"Other"
"GCA_000010505",0.563332774881352,49.4331425992297,"dnaE1"
"GCA_000010525",0.76933597988662,67.6846618425525,"Other"
"GCA_000010545",0.721456657946713,67.191321152668,"dnaE2/dnaE1"
"GCA_000010565",0.727621446965001,54.3641384995563,"Other"
"GCA_000010585",0.605410675859811,37.1256576436901,"Other"
"GCA_000010605",0.7368578204845,72.4526867156722,"Other"
"GCA_000010625",0.578224005695279,42.8546959870569,"Other"
"GCA_000010645",0.656021592167947,34.0136856492823,"Other"
"GCA_000010665",0.662217886297631,63.6869579106539,"dnaE1"
"GCA_000010685",0.705708499205499,65.9269075234144,"Other"
"GCA_000010705",0.673517243395966,40.1676170303871,"polC/dnaE3"
"GCA_000010725",0.728884904572618,68.377204354427,"Other"
"GCA_000010745",0.640490061531796,51.7122950833222,"dnaE1"
"GCA_000010765",0.635757009741012,51.5126150002358,"dnaE1"
"GCA_000010785",0.622584777515525,44.1165394835941,"Other"
"GCA_000010805",0.755337406504233,68.148262129279,"Other"
"GCA_000010825",0.688965500540423,53.8973719525946,"Other"
"GCA_000010845",0.689098225809619,53.9012551996504,"Other"
"GCA_000010865",0.688983622837162,53.8971524077967,"Other"
"GCA_000010885",0.6890746199285,53.8982391329124,"Other"
"GCA_000010905",0.689070660859117,53.8994045259266,"Other"
"GCA_000010925",0.689096190113273,53.8970664869585,"Other"
"GCA_000010945",0.689683552921503,53.9384911153679,"Other"
"GCA_000010965",0.689114271176999,53.8974561350252,"Other"
"GCA_000010985",0.661602939256236,30.42465939888,"Other"
"GCA_000011025",0.582981294980409,60.9734118059875,"Other"
"GCA_000011045",0.721758691472983,47.3645087545051,"polC/dnaE3"
"GCA_000011065",0.560290922601521,43.887503697233,"dnaE1"
"GCA_000011145",0.559698532877598,44.296404777358,"polC/dnaE3"
"GCA_000011165",0.699727775602424,41.3846986983008,"dnaE1"
"GCA_000011225",0.734851133640592,26.5804140127388,"polC/dnaE3"
"GCA_000011245",0.646858294997701,36.110204962664,"polC/dnaE3"
"GCA_000011265",0.649204030409684,33.5094244007292,"polC/dnaE3"
"GCA_000011285",0.688034688941528,39.1647568118156,"polC/dnaE3"
"GCA_000011305",0.708397521011429,63.9075728799093,"Other"
"GCA_000011325",0.653783926240725,54.7663955830268,"Other"
"GCA_000011345",0.731487802685975,54.533510230738,"Other"
"GCA_000011365",0.727026041081321,64.8092044419721,"dnaE2/dnaE1"
"GCA_000011385",0.727976302354081,62.8297090142777,"dnaE1"
"GCA_000011445",0.708852375090327,24.3504164592106,"polC/dnaE3"
"GCA_000011465",0.688441950991156,31.562447823793,"dnaE1"
"GCA_000011485",0.687023521025966,52.0083494796953,"dnaE1"
"GCA_000011505",0.646960345622475,33.4895723333049,"polC/dnaE3"
"GCA_000011525",0.647122954520194,33.500505473409,"polC/dnaE3"
"GCA_000011545",0.740366059433409,68.4344390859165,"dnaE2/dnaE1"
"GCA_000011565",0.680270147142652,36.1655706722507,"Other"
"GCA_000011605",0.695248554921285,52.2010407433055,"dnaE1"
"GCA_000011625",0.636954698101436,35.8292832234991,"polC/dnaE3"
"GCA_000011645",0.515408140264252,47.1276193533863,"polC/dnaE3"
"GCA_000011665",0.688740070326746,39.3121946417752,"polC/dnaE3"
"GCA_000011685",0.679952074898625,61.5022137029569,"dnaE2/dnaE1"
"GCA_000011705",0.742842713949357,68.7652821445897,"dnaE2/dnaE1"
"GCA_000011725",0.668274453274605,39.407610489803,"dnaE1"
"GCA_000011745",0.698883916360406,32.043278412159,"Other"
"GCA_000011765",0.687981800106352,39.1380193086108,"polC/dnaE3"
"GCA_000011785",0.648520318070558,37.7643694521509,"Other"
"GCA_000011805",0.677156048197684,38.9814723941515,"Other"
"GCA_000011825",0.692439016334811,39.9101402898179,"polC/dnaE3"
"GCA_000011845",0.690932111960776,39.9112558757716,"polC/dnaE3"
"GCA_000011865",0.715501538203613,30.6315105339854,"dnaE1"
"GCA_000011885",0.649407588681021,53.3317250870883,"dnaE2/dnaE1"
"GCA_000011905",0.690783423931133,49.6505288139555,"Other"
"GCA_000011925",0.689781040564046,32.9748374868886,"polC/dnaE3"
"GCA_000011945",0.560518615969716,49.7610939216642,"dnaE1"
"GCA_000011965",0.666225108022961,64.621484475376,"Other"
"GCA_000011985",0.740645358607787,35.1999664873286,"polC/dnaE3"
"GCA_000012005",0.649934403137302,52.0084937064969,"dnaE1"
"GCA_000012025",0.643724516710678,52.1477220375282,"dnaE1"
"GCA_000012045",0.644674281330312,33.4897743532829,"polC/dnaE3"
"GCA_000012065",0.727027699368238,30.55205853391,"dnaE1"
"GCA_000012085",0.692737574625264,29.3660306531566,"dnaE1"
"GCA_000012105",0.713581088603969,65.4596547771939,"dnaE2/dnaE1"
"GCA_000012125",0.688913121755938,41.621065876253,"dnaE1"
"GCA_000012145",0.683327831082081,32.7227112982875,"Other"
"GCA_000012165",0.694206731810428,38.95933470101,"polC/dnaE3"
"GCA_000012185",0.667244591448513,38.7652404468672,"dnaE1"
"GCA_000012205",0.702834988891685,58.6920711383352,"dnaE2/dnaE1"
"GCA_000012225",0.624914435528056,28.4474401523705,"Other"
"GCA_000012245",0.703018127573944,60.0200942367126,"dnaE2/dnaE1"
"GCA_000012265",0.700234308385737,64.0829502594381,"dnaE2/dnaE1"
"GCA_000012305",0.717771338884764,44.5647871812997,"Other"
"GCA_000012325",0.676519429200765,38.8718727447346,"Other"
"GCA_000012345",0.738287234294002,29.8140885534962,"Other"
"GCA_000012365",0.729974389600241,68.0914213670423,"dnaE2/dnaE1"
"GCA_000012385",0.698323542290515,31.8291643141405,"Other"
"GCA_000012405",0.743681919521354,68.1421540348525,"Other"
"GCA_000012425",0.631426684651847,59.9029802659931,"Other"
"GCA_000012445",0.685110557534333,61.3330929004572,"dnaE2/dnaE1"
"GCA_000012465",0.659244826587662,35.9352163927581,"dnaE1"
"GCA_000012485",0.709903812857587,58.0949951671322,"Other"
"GCA_000012505",0.682235973722288,54.7881279686857,"Other"
"GCA_000012525",0.686867446195207,56.0026723027365,"Other"
"GCA_000012565",0.71100984860631,30.9511718545918,"dnaE1"
"GCA_000012585",0.540982431027271,45.0066028140326,"Other"
"GCA_000012605",0.62330014207541,43.9358112100831,"Other"
"GCA_000012625",0.654028424827173,60.1742169719302,"Other"
"GCA_000012645",0.682422874565161,31.9274867535592,"dnaE1"
"GCA_000012665",0.694260528534757,58.2045426494309,"Other"
"GCA_000012685",0.738266623858989,69.1423876113919,"Other"
"GCA_000012705",0.721248603425632,36.0800572265354,"polC/dnaE3"
"GCA_000012725",0.696072893307625,63.0060992684834,"Other"
"GCA_000012745",0.758596213014409,66.4739041458187,"Other"
"GCA_000012765",0.732991285253644,24.2478696610097,"polC/dnaE3"
"GCA_000012785",0.737657633364282,68.3670762613963,"dnaE2/dnaE1"
"GCA_000012805",0.638912863718406,51.2923804852566,"Other"
"GCA_000012825",0.659609988198538,43.1665866501169,"dnaE1"
"GCA_000012845",0.517438230795479,46.0130160361988,"Other"
"GCA_000012865",0.588792890333023,42.4955294011672,"Other"
"GCA_000012885",0.675304608418373,56.0908335258172,"Other"
"GCA_000012905",0.796668991380451,69.0573387255576,"Other"
"GCA_000012925",0.698621818186087,60.3915556248321,"dnaE1"
"GCA_000012945",0.732063076569156,66.9613325852881,"dnaE2/dnaE1"
"GCA_000012965",0.69370972721121,34.7791284040494,"Other"
"GCA_000012985",0.673819402820217,54.7765458826619,"Other"
"GCA_000013005",0.709001101026796,63.4160375966066,"Other"
"GCA_000013025",0.655503965885895,62.3544220191754,"Other"
"GCA_000013045",0.745537990910845,66.860935475516,"Other"
"GCA_000013065",0.603166789482362,36.0659997765819,"polC/dnaE3"
"GCA_000013085",0.737846981064553,65.9999005247575,"Other"
"GCA_000013105",0.725448824424952,56.8292006994252,"Other"
"GCA_000013125",0.691681234575199,42.678141077619,"dnaE1"
"GCA_000013145",0.708505975410531,31.5459573690939,"dnaE1"
"GCA_000013165",0.68864600812679,41.4713774597496,"Other"
"GCA_000013185",0.715928047803409,34.2864058869094,"Other"
"GCA_000013205",0.718491002375093,61.1082821448708,"Other"
"GCA_000013225",0.723979799659583,59.2609403582738,"Other"
"GCA_000013245",0.677266211343982,39.7547564195751,"dnaE1"
"GCA_000013265",0.644663531217138,51.6684755649544,"dnaE1"
"GCA_000013285",0.738222469614347,29.4076914706648,"Other"
"GCA_000013305",0.64558639041353,51.6121172988075,"dnaE1"
"GCA_000013325",0.720184255703929,65.5238936317873,"Other"
"GCA_000013345",0.60219704152006,70.5184480122077,"Other"
"GCA_000013365",0.729353294282751,66.4995711746714,"dnaE2/dnaE1"
"GCA_000013385",0.830191976648049,74.9060010124733,"Other"
"GCA_000013405",0.578333872014017,52.7029316510406,"Other"
"GCA_000013425",0.63182933722802,33.5733611033244,"polC/dnaE3"
"GCA_000013465",0.633269082929355,33.3904824733065,"polC/dnaE3"
"GCA_000013485",0.691228429981064,39.127733913458,"polC/dnaE3"
"GCA_000013505",0.689915488701596,39.0137795906326,"polC/dnaE3"
"GCA_000013525",0.684931179630494,39.3247016532255,"polC/dnaE3"
"GCA_000013545",0.693057015029504,38.8765851130725,"polC/dnaE3"
"GCA_000013565",0.717239657274305,62.6420066274357,"Other"
"GCA_000013585",0.643315923255242,51.9707866926097,"dnaE1"
"GCA_000013605",0.687061915690195,60.3542600386073,"Other"
"GCA_000013625",0.699296512290103,55.1301839542048,"Other"
"GCA_000013645",0.671226043735693,63.321793104833,"Other"
"GCA_000013665",0.721369853929786,46.4997239494239,"Other"
"GCA_000013685",0.723693346792086,65.4250200139672,"dnaE2/dnaE1"
"GCA_000013705",0.678917123102849,56.5524521822694,"Other"
"GCA_000013745",0.722736727769878,65.4817003118333,"dnaE2/dnaE1"
"GCA_000013765",0.698354960656256,46.0731082949915,"dnaE1"
"GCA_000013785",0.727789370207955,64.4000044056583,"dnaE2/dnaE1"
"GCA_000013805",0.69120402754536,48.8548664601209,"dnaE1"
"GCA_000013825",0.688388871296084,48.9344079919156,"dnaE1"
"GCA_000013845",0.727932363388503,29.1394098876486,"Other"
"GCA_000013845",0.727932363388503,29.1394098876486,"Other"
"GCA_000013865",0.693685754633463,62.7356654454613,"Other"
"GCA_000013885",0.686077933517761,62.4717739239584,"Other"
"GCA_000013905",0.71774028419222,43.9735938811353,"Other"
"GCA_000013925",0.704107397416279,65.7535731558847,"Other"
"GCA_000013945",0.574878498486717,41.1363211794985,"dnaE1"
"GCA_000013965",0.573760403596269,41.143739814034,"dnaE1"
"GCA_000013985",0.708351417162829,65.8813121898806,"Other"
"GCA_000014005",0.686381133714867,58.8640173146934,"Other"
"GCA_000014025",0.749505022815797,27.2082881692788,"Other"
"GCA_000014045",0.732455278708097,59.386552563935,"Other"
"GCA_000014065",0.661471127874453,60.5017298028394,"Other"
"GCA_000014085",0.726662113074306,67.6051045694744,"dnaE2/dnaE1"
"GCA_000014105",0.649263893188082,53.2104344434372,"dnaE1"
"GCA_000014125",0.713169471633577,29.1187879460429,"Other"
"GCA_000014145",0.569655177048063,39.6401672132329,"Other"
"GCA_000014165",0.748462378882136,68.7587376743939,"Other"
"GCA_000014185",0.7459664326775,70.9869482358242,"Other"
"GCA_000014205",0.631981112781409,44.4379026276454,"polC/dnaE3"
"GCA_000014225",0.706434439247439,45.3960830684439,"Other"
"GCA_000014245",0.701060799041301,61.5876995024457,"Other"
"GCA_000014265",0.535180843427709,36.6589917688216,"Other"
"GCA_000014285",0.68050226186385,59.7035097180856,"Other"
"GCA_000014305",0.660709738558023,41.8900714961542,"polC/dnaE3"
"GCA_000014325",0.6565834673253,41.8906025781446,"polC/dnaE3"
"GCA_000014345",0.673311999509349,31.8890792650484,"Other"
"GCA_000014365",0.654622788605779,40.5739999396293,"polC/dnaE3"
"GCA_000014385",0.631335809618905,38.8776018096667,"Other"
"GCA_000014405",0.647118100931086,51.4376921091382,"polC/dnaE3"
"GCA_000014425",0.747107968378983,35.5556066368784,"polC/dnaE3"
"GCA_000014445",0.702605944902786,38.2746585900693,"Other"
"GCA_000014465",0.689812129555179,46.9938280566735,"polC/dnaE3"
"GCA_000014485",0.689914545601724,39.9159032500427,"polC/dnaE3"
"GCA_000014505",0.707011048966643,37.9041597140775,"Other"
"GCA_000014525",0.720006618291184,47.2439673989388,"polC/dnaE3"
"GCA_000014545",0.698576974067367,36.7129515552102,"polC/dnaE3"
"GCA_000014565",0.651953091420133,67.5262053180754,"Other"
"GCA_000014585",0.688942141374205,53.2862968505246,"Other"
"GCA_000014605",0.680477554360849,32.8350806962336,"dnaE1"
"GCA_000014625",0.764506970606929,66.9719137244183,"dnaE2/dnaE1"
"GCA_000014645",0.700339381694016,33.1048688298627,"dnaE1"
"GCA_000014665",0.635121707450351,48.9125518358811,"dnaE1"
"GCA_000014685",0.628854154041701,48.9463596571387,"dnaE1"
"GCA_000014705",0.717202690309577,42.4811987899328,"dnaE1"
"GCA_000014725",0.54272584844909,45.6535663355328,"Other"
"GCA_000014745",0.712851782241801,63.0592735607534,"Other"
"GCA_000014765",0.650439112110762,49.412755112904,"dnaE1"
"GCA_000014785",0.725771612212442,67.8328967982479,"Other"
"GCA_000014805",0.70621589737387,62.8341766298803,"Other"
"GCA_000014825",0.729812174939302,65.0272581760763,"dnaE2/dnaE1"
"GCA_000014845",0.64143591686151,51.3969463131308,"dnaE1"
"GCA_000014865",0.707192196791293,54.7658792876388,"Other"
"GCA_000014885",0.702433653393183,44.1957258338356,"dnaE1"
"GCA_000014905",0.639097562748831,62.4332827973525,"Other"
"GCA_000014925",0.649404727963739,62.8659454186561,"Other"
"GCA_000014965",0.723100836084319,60.2127012977712,"Other"
"GCA_000014985",0.749837397527402,69.3562608387618,"Other"
"GCA_000015005",0.742349710391981,67.8408339043014,"Other"
"GCA_000015025",0.719873260762419,66.758437545222,"Other"
"GCA_000015045",0.689117136093023,59.3965243213011,"Other"
"GCA_000015065",0.606613679678066,36.0318660878684,"polC/dnaE3"
"GCA_000015085",0.731197828572245,33.9272743905228,"dnaE1"
"GCA_000015105",0.672325928803486,35.2419704140702,"Other"
"GCA_000015125",0.533457271280662,49.1588043317015,"Other"
"GCA_000015165",0.741255260947871,65.3737568200742,"dnaE2/dnaE1"
"GCA_000015185",0.685080922184919,45.4812555888053,"dnaE1"
"GCA_000015245",0.654540359491843,54.4282905372471,"dnaE1"
"GCA_000015265",0.784009021897036,71.6803340808909,"Other"
"GCA_000015285",0.608450647185672,41.2910758356335,"Other"
"GCA_000015305",0.739260024787787,68.1954309822656,"Other"
"GCA_000015325",0.750570349742145,69.0702852401454,"Other"
"GCA_000015345",0.6275201805163,45.0109043576754,"Other"
"GCA_000015365",0.644238064772632,57.5247466461343,"Other"
"GCA_000015385",0.71977541924975,37.7153476060047,"polC/dnaE3"
"GCA_000015405",0.743166854835684,68.6122947875634,"Other"
"GCA_000015425",0.685774908956758,39.9547926069387,"dnaE1"
"GCA_000015445",0.708386200330556,39.5113310961399,"dnaE1"
"GCA_000015465",0.749578978042403,68.677026497521,"dnaE2/dnaE1"
"GCA_000015485",0.706886085814843,63.5632030632364,"dnaE1"
"GCA_000015505",0.697864035670055,62.8956244703045,"Other"
"GCA_000015525",0.71524962088478,30.8336002512168,"dnaE1"
"GCA_000015545",0.723686792167587,66.7563495532423,"Other"
"GCA_000015565",0.706402525682642,65.6211315753806,"Other"
"GCA_000015585",0.723154030252261,68.2432465237318,"Other"
"GCA_000015605",0.745601451400421,68.7486820271629,"dnaE2/dnaE1"
"GCA_000015625",0.747345247441949,68.7634842118773,"dnaE2/dnaE1"
"GCA_000015645",0.663270066734758,32.015264824569,"dnaE1"
"GCA_000015665",0.687018387716358,31.6703881504259,"dnaE1"
"GCA_000015685",0.66469298680171,35.7943899922938,"dnaE1"
